"Title","Authors","Year","Abstract","Link","Cited_By","Top_Domains","Top_Methodologies","Top_Techniques"
"An automatic approach of building threat patterns in android","Chen C.-M.; Tsai Y.-H.; Lai G.-H.","2018","Nowadays, handheld devices have become popular but volume of malwares on mobile platform has also grown rapidly. To detect mobile malware, static approaches and dynamic approaches are two common ways used to analyze suspicious applications. Dynamic approaches detect malware base on the actual behaviors of applications, but how to trigger malicious behavior and the efficient of dynamic approaches are the difficulties of this kind of approaches. Due to the limited resource of mobile devices, stati...","10.1007/978-3-319-76451-1_25","0","","","Stack Analysis; Active Learning; Static Analysis"
"Malware Detection Based on Dynamic Multi-Feature Using Ensemble Learning at Hypervisor","Zhang J.; Gao C.; Gong L.; Gu Z.; Man D.; Yang W.; Du X.","2018","More data and applications are moving to the cloud, which presents many new security risks. Malware is one of the most significant threats to cloud computing. In this paper, we explore to employ virtual machine introspection(VMI) and memory forensics analysis(MFA) techniques to detect malware running in guest virtual machines. Our scheme differs from existing malware detection methods based on virtualization technology in three aspects. First, this paper combines VMI with MFA to extract multiple...","10.1109/GLOCOM.2018.8648070","5","","","Memory Forensics"
"Demadroid: Object Reference Graph-Based Malware Detection in Android","Wang H.; He H.; Zhang W.","2018","Smartphone usage has been continuously increasing in recent years. In addition, Android devices are widely used in our daily life, becoming the most attractive target for hackers. Therefore, malware analysis of Android platform is in urgent demand. Static analysis and dynamic analysis methods are two classical approaches. However, they also have some drawbacks. Motivated by this, we present Demadroid, a framework to implement the detection of Android malware. We obtain the dynamic information to...","10.1155/2018/7064131","22","","","Static Analysis; Dynamic Analysis"
"Malicious URLs detection using decision tree classifiers and majority voting technique","Patil D.R.; Patil J.B.","2018","Researchers all over the world have provided significant and effective solutions to detect malicious URLs. Still due to the ever changing nature of cyber-attacks, there are many open issues. In this paper, we have provided an effective hybrid methodology with new features to deal with this problem. To evaluate our approach, we have used state-of-the-arts supervised decision tree learning classifications models. We have performed our experiments on the balanced dataset. The experimental results s...","10.2478/cait-2018-0002","48","Web Security","","Feature Extraction; Dynamic Analysis; Image Classification Models"
"Toward a more dependable hybrid analysis of android malware using aspect-oriented programming","Ali-Gombe A.I.; Saltaformaggio B.; Ramanujam “Ram” J.R.; Xu D.; Richard G.G.; III","2018","The growing threat to user privacy by Android applications (app) has tremendously increased the need for more reliable and accessible analysis techniques. This paper presents AspectDroid1 —an offline app-level hybrid analysis system designed to investigate Android applications for possible unwanted activities. It leverages static bytecode instrumentation to weave in analysis routines into an existing application to provide efficient dataflow analysis, detection of resource abuse, and analytics o...","10.1016/j.cose.2017.11.006","40","","",""
"Static and dynamic analysis for android malware detection","Sugunan K.; Gireesh Kumar T.; Dhanya K.A.","2018","In this work, we perform a comparitive study on the behavior of malware and benign applications using its static and dynamic features. In static analysis, the permissions required for an application are considered. But in dynamic, we use a tool called Droidbox. Droidbox is an android sandbox which can monitor some app actions like network activities, file system activities, cryptographic activities, information leakage, etc. Here, we consider these actions as well as dynamic API calls of applica...","10.1007/978-981-10-7200-0_13","37","","","Static Analysis; Dynamic Analysis"
"Use of Data Visualisation for Zero-Day Malware Detection","Venkatraman S.; Alazab M.","2018","With the explosion of Internet of Things (IoT) worldwide, there is an increasing threat from malicious software (malware) attackers that calls for efficient monitoring of vulnerable systems. Large amounts of data collected from computer networks, servers, and mobile devices need to be analysed for malware proliferation. Effective analysis methods are needed to match with the scale and complexity of such a data-intensive environment. In today's Big Data contexts, visualisation techniques can supp...","10.1155/2018/1728303","130","Data Visualization","","Malware Classification"
"Mass discovery of android malware behavioral characteristics for detection consideration","Su X.; Shi W.; Lin J.; Wang X.","2018","Android malware have surged and been sophisticated, posing a great threat to users. The key challenge of detect Android malware is how to discovery their behavioral characteristics at a large scale, and use them to detect Android malware. In this work, we are motivated to discover the discriminatory features extracted from Android APK files for Android malware detection. To achieve this goal, firstly we extract a very large number of static features from each Android application (or app). Second...","10.1007/978-3-030-00012-7_10","0","","",""
"SAMADroid: A Novel 3-Level Hybrid Malware Detection Model for Android Operating System","Arshad S.; Shah M.A.; Wahid A.; Mehmood A.; Song H.; Yu H.","2018","For the last few years, Android is known to be the most widely used operating system and this rapidly increasing popularity has attracted the malware developer's attention. Android allows downloading and installation of apps from other unofficial market places. This gives malware developers an opportunity to put repackaged malicious applications in third-party app-stores and attack the Android devices. A large number of malware analysis and detection systems have been developed which uses static...","10.1109/ACCESS.2018.2792941","144","","","Stack Analysis; Static Analysis; Dynamic Analysis; IRC Analysis; Taint Analysis"
"JaSt: Fully syntactic detection of malicious (obfuscated) javascript","Fass A.; Krawczyk R.P.; Backes M.; Stock B.","2018","JavaScript is a browser scripting language initially created to enhance the interactivity of web sites and to improve their user-friendliness. However, as it offloads the work to the user’s browser, it can be used to engage in malicious activities such as Crypto Mining, Drive-by Download attacks, or redirections to web sites hosting malicious software. Given the prevalence of such nefarious scripts, the anti-virus industry has increased the focus on their detection. The attackers, in turn, make ...","10.1007/978-3-319-93411-2_14","53","Drive-By Download","",""
"EnMobile: Entity-based Characterization and Analysis of Mobile Malware","Yang W.; Prasad M.R.; Xie T.","2018","Modern mobile malware tend to conduct their malicious exploits through sophisticated patterns of interactions that involve multiple entities, e.g., the mobile platform, human users, and network locations. Such malware often evade the detection by existing approaches due to their limited expressiveness and accuracy in characterizing and detecting these malware. To address these issues, in this paper, we recognize entities in the environment of an app, the app’s interactions with such entities, an...","10.1145/3180155.3180223","23","","",""
"Multi-stage crypto ransomware attacks: A new emerging cyber threat to critical infrastructure and industrial control systems","Zimba A.; Wang Z.; Chen H.","2018","The inevitable integration of critical infrastructure to public networks has exposed the underlying industrial control systems to various attack vectors. In this paper, we model multi-stage crypto ransomware attacks, which are today an emerging cyber threat to critical infrastructure. We evaluate our modeling approach using multi-stage attacks by the infamous WannaCry ransomware. The static malware analysis results uncover the techniques employed by the ransomware to discover vulnerable nodes in...","10.1016/j.icte.2017.12.007","68","Critical Infrastructure Domain","",""
"Comparative analysis of pre- and post-classification ensemble methods for android malware detection","Badhani S.; Muttoo S.K.","2018","The influence of portable devices in our day-to-day activities is of a concern due to possibilities of a security breach. A large number of malwares are concealed inside Android apps which requires high-performance Android malware detection systems. To increase the performance, we have applied ensemble learning at feature selection level (pre-classification) and at prediction level (post-classification). The features extracted are the API classes and for generating the model, extreme learning ma...","10.1007/978-981-13-1813-9_44","2","","","Stack Analysis; Static Analysis; IRC Analysis; Ensemble Methods; Taint Analysis"
"Reverse engineering of botnet (APT)","Thakar B.; Parekh C.","2018","Grown internet usage by individual and industries have also increased the attack vector in cyberspace rapidly. Botnet is a digital weapon used by attackers to commit cybercrime in stealthiest way for all type of illegal online activity. Botnet is well articulated attack responsible for many malicious activities in large volume and mass effective against any targeted organization such as confidential data theft, financial loss, distribution of pirated products, e-business extortion and network or...","10.1007/978-3-319-63645-0_28","1","Digital Forensics; Network Security","","Stack Analysis; Static Analysis; Dynamic Analysis; IRC Analysis; Network Traffic Analysis"
"A New Android Botnet Classification for GPS Exploitation Based on Permission and API Calls","Yusof M.; Saudi M.M.; Ridzuan F.","2018","The target of botnet attacks has shifted from the personal computers to smartphones and mobile devices due to computational power and functionality of the mobile devices. Mobile botnet is a network consists of compromised mobile devices controlled by a botmaster through a command and control (C&C) network. Nowadays mobile botnets attacks are increasingly being used for advanced political or financial interest. Due to its popularity amongst the mobile operating system, Android has become the most...","10.1007/978-3-319-69814-4_3","5","","","Stack Analysis; Static Analysis; IRC Analysis; Taint Analysis"
"An in-depth analysis of Android malware using hybrid techniques","Kabakus A.T.; Dogru I.A.","2018","Android malware is widespread despite the effort provided by Google in order to prevent it from the official application market, Play Store. Two techniques namely static and dynamic analysis are commonly used to detect malicious applications in Android ecosystem. Both of these techniques have their own advantages and disadvantages. In this paper, we propose a novel hybrid Android malware analysis approach namely mad4a which uses the advantages of both static and dynamic analysis techniques. The ...","10.1016/j.diin.2018.01.001","79","Mobile Security","","Dynamic Analysis"
"17th International Conference on Cryptology and Network Security, CANS 2018","","2018","The proceedings contain 25 papers. The special focus in this conference is on Cryptology and Network Security. The topics include: Hierarchical attribute-based signatures; enhanced security of attribute-based signatures; protean signature schemes; code-based signature schemes from identification protocols in the rank metric; SETLA: Signature and encryption from lattices; Assessing and countering reaction attacks against post-quantum public-key cryptosystems based on QC-LDPC codes; Breaking the h...","","0","Cryptanalysis; Network Security","",""
"Unraveling reflection induced sensitive leaks in android apps","Gajrani J.; Laxmi V.; Tripathi M.; Gaur M.S.; Sharma D.R.; Zemmari A.; Mosbah M.; Conti M.","2018","Reflection is a programming language feature that permits analysis and transformation of the behavior of classes used in programs in general, and in apps in particular at the runtime. Reflection facilitates various features such as dynamic class loading, method invocation, and attribute usage at runtime. These language features allow the development of apps that may obtain and exchange information that is unavailable at compile time. Unfortunately, malware authors leverage reflection to subvert ...","10.1007/978-3-319-76687-4_4","2","","","SMTP Analysis; Dynamic Analysis; Taint Analysis"
"Keep calm and know where to focus: Measuring and predicting the impact of Android Malware","Qiu J.; Luo W.; Nepal S.; Zhang J.; Xiang Y.; Pan L.","2018","Android malware can pose serious security threat to the mobile users. With the rapid growth in malware programs, categorical isolation of malware is no longer satisfactory for security risk management. It is more pragmatic to focus the limited resources on identifying the small fraction of malware programs of high security impact. In this paper, we define a new research issue of measuring and predicting the impact of the detected Android malware. To address this issue, we first propose two metri...","10.1007/978-3-030-05090-0_21","2","Risk Management","","Stack Analysis; Static Analysis; IRC Analysis; Taint Analysis"
"Enhanced approach to detect malicious VB script files based on data mining techniques","Wael D.; Sayed S.G.; AbdelBaki N.","2018","capabilities of File-based malware but also, increases the evasion techniques by deploying different easy methods of script obfuscation techniques. Moreover, according to McAfee Labs Threat Report, Script-based malwares were used to hit healthcare sector in 2017. Healthcare accounted for more than 26 percent of the 52 million new cyber incidents in the second quarter of 2017. In this paper, new detection features have been added to Wael et. al's algorithm in order to improve the detection ratio ...","10.1016/j.procs.2018.10.127","6","","","Static Analysis"
"ROPOB: Obfuscating binary code via return oriented programming","Mu D.; Guo J.; Ding W.; Wang Z.; Mao B.; Shi L.","2018","Software reverse engineering has been widely employed for software reuse, serving malicious purposes, such as software plagiarism and malware camouflage. To raise the bar for adversaries to perform reverse engineering, plenty of work has been proposed to introduce obfuscation into the to-be-protected software. However, existing obfuscation methods are either inefficient or hard to be deployed. In this paper, we propose an obfuscation scheme for binaries based on Return Oriented Programming (ROP)...","10.1007/978-3-319-78813-5_38","9","Firmware Reverse Engineering","","Static Analysis; Reverse Engineering"
"Dynamic behavior analysis of android applications for malware detection","Singh L.; Hofmann M.","2017","Android is most popular operating system for smartphones and small devices with 86.6% market share (Chau 2016). Its open source nature makes it more prone to attacks creating a need for malware analysis. Main approaches for detecting malware intents of mobile applications are based on either static analysis or dynamic analysis. In static analysis, apps are inspected for suspicious patterns of code to identify malicious segments. However, several obfuscation techniques are available to provide a ...","10.1109/INTELCCT.2017.8324010","34","","","Virus Analysis; Adware Analysis; Static Analysis; Worm Analysis; Dynamic Analysis"
"ACCUSE: Helping Users to Minimize Android App Privacy Concerns","Moussa M.; Di Penta M.; Antoniol G.; Beltrame G.","2017","System permissions play a crucial role in the Android security architecture. They are used to restrict app operations only to resources (e.g., file system, network) that the user has agreed to share. In this paper, we present ACCUSE (Android Confidentiality Concern User Support Environment),an approach aimed at helping Android users and developers to compare and contrast the risk level of a set of Android apps. First, ACCUSE assigns to each app risk factors based on the Android classification of...","10.1109/MOBILESoft.2017.22","6","Risk Assessment; Security Architecture","","Stack Analysis; Static Analysis; IRC Analysis; Taint Analysis"
"Timing performance profiling of substation control code for IED malware detection","Rrushi J.L.","2017","We present a binary static analysis approach to detect intelligent electronic device (IED) malware based on the time requirements of electrical substations.We explore graph theory techniques to model the timing performance of an IED executable. Timing performance is subsequently used as a metric for IED malware detection. More specifically, we perform a series of steps to reduce a part of the IED malware detection problem into a classical problem of graph theory, namely finding single-source sho...","10.1145/3174776.3174779","1","","","Static Analysis; Taint Analysis"
"Malware detection method based on attribute similarity; [基于属性相似度的恶意代码检测方法]","Zhang F.-Y.; Qin Y.","2017","Aiming at the problem that the number of unknown malware has dramatically increased and the existing detection methods can not effectively detect them, a malware detection method based on attribute similarity was proposed. In the proposed method, the sample files were converted into the hexadecimal format, and all n-grams of sample files were extracted. The information gain of each n-gram was calculated, and N n-grams with the maximum information gains were selected as the feature attributes. In...","10.7688/j.issn.1000-1646.2017.06.11","2","","","Static Analysis; Information Gain"
"Automatic ransomware detection and analysis based on dynamic API calls flow graph","Chen Z.-G.; Kang H.-S.; Yin S.-N.; Kim S.-R.","2017","In recent cyber incidents, Ransom software (ransomware)causes a major threat to the security of computer systems.Consequently, ransomware detection has become a hot topicin computer security. Unfortunately, current signature-basedand static detection model is often easily evadable by obfuscation,polymorphism, compress, and encryption. For overcomingthe lack of signature-based and static ransomwaredetection approach, we have proposed the dynamic ran-somware detection system using data mining tech...","10.1145/3129676.3129704","85","","","Normalization; Dynamic Analysis"
"Finding Android Malware Trace from Highly Imbalanced Network Traffic","Pang Y.; Chen Z.; Li X.; Wang S.; Zhao C.; Wang L.; Ji K.; Li Z.","2017","With the yearly increase of the amount of Android users, malicious applications for mobile terminals are emerging in endlessly. Many researchers have started to explore how malicious apps are detected from the perspective of network traffic. We design and implement a control and management system of Android traffic collection, which contains the functions of downloading APKs, malware static detection, network traffic collection and resources management. It can collect network traffic efficiently...","10.1109/CSE-EUC.2017.108","13","","",""
"Malware detection using machine learning based on word2vec embeddings of machine code instructions","Popov I.","2017","Applying machine learning for automatic malware detection is a perspective field of scientific research. One of popular methods in static analysis of executable files is observing machine code instructions that they contain. This paper proposes applying word2vec technique for extracting vector embeddings of machine code instructions and evaluates convolutional neural network-based classifier that uses extracted vectors for malware detection. © 2017 IEEE.","10.1109/SSDSE.2017.8071952","30","","","Stack Analysis; Active Learning; Static Analysis; Convolutional Neural Networks; Taint Analysis"
"RansHunt: A support vector machines based ransomware analysis framework with integrated feature set","Hasan M.M.; Rahman M.M.","2017","Ransomware is one of the most increasing malwares used by cyber-criminals in recent days. This type of malware uses cryptographic technology that encrypts a user's important files, folders makes the computer systems unusable, holds the decryption key and asks for the ransom from the victims for recovery. The recent ransomware families are very sophisticated and difficult to analyze & detect using static features only. On the other hand, latest crypto-ransomwares having sandboxing and IDS evading...","10.1109/ICCITECHN.2017.8281835","43","","","Stack Analysis; Adware Analysis; Static Analysis; Worm Analysis; Dynamic Analysis"
"Detecting Android application malicious behaviors based on the analysis of control flows and data flows","Zegzhda P.; Zegzhda D.; Pavlenko E.; Dremov A.","2017","This paper explores the problem of identifying malicious code sections in applications for the Android. A method for analyzing Android applications is proposed, based on applying of static analysis using control flow graphs and data flow graphs. The paper formally describes the dependency relationships that are used to construct graphs, and also describes an algorithm that allows to identify malicious sections of code using the received graphs. The results of an experimental evaluation of the ef...","10.1145/3136825.3140583","16","Mobile Security","","Static Analysis"
"An android malware dynamic detection method based on service call co-occurrence matrices","Wang C.; Li Z.; Mo X.; Yang H.; Zhao Y.","2017","With the market share of Android mobile devices increasing, Android has come to dominate the smartphone operating system market. It also draws the attention of malware authors and researchers. The number of Android malicious applications is constantly increasing. However, due to the limitations of static detection in code obfuscation and dynamic loading, the current research of Android malicious code detection needs to be deeply studied in dynamic detection. In this paper, a new Android malware ...","10.1007/s12243-017-0580-9","18","","","Q-Learning"
"Based on multi-features and clustering ensemble method for automatic malware categorization","Zhang Y.; Rong C.; Huang Q.; Wu Y.; Yang Z.; Jiang J.","2017","Automatic malware categorization plays an important role in combating the current large volume of malware and aiding the corresponding forensics. Generally, there are lot of sample information could be extracted with the static tools and dynamic sandbox for malware analysis. Combine these obtained features effectively for further analysis would provides us a better understanding. On the other hand, most current works on malware analysis are based on single category of machine learning algorithm ...","10.1109/Trustcom/BigDataSE/ICESS.2017.222","21","","","Ensemble Methods; Hierarchical Clustering"
"CIC-AB: Online ad blocker for browsers","Lashkari A.H.; Seo A.; Gil G.D.; Ghorbani A.","2017","Online advertisements (ads) have taken over the web, nowedays most websites contain some sort of ads. While ads produce revenue for the server maintainer or to businesses, they have become intrusive and dangerous as ever. The ads use more bandwidth, show inappropriate content, and spread malware such as adware and ransomware. Although there are many products to block ads, also known as ad blockers, most depend on static filter lists that must be managed manually and frequently updated. When mali...","10.1109/CCST.2017.8167846","32","Deep Learning Techniques","","Active Learning"
"Security Analysis for Android Applications Using Sensitive Path Identification","Miao X.-C.; Wang R.; Xu L.; Zhang W.-F.; Xu B.-W.","2017","Android system dominates the mobile operating systems at present. Compared with iOS system, Android system is more open and has lots of third-party markets with loose audit mechanism. Therefore, there are more malwares in Android platform. In this paper, an Android security analysis based on sensitive path identification, which includes the static analysis and machine learning methods, is presented. Firstly, since malicious behaviors in malwares have their trigger conditions, the definition of s...","10.13328/j.cnki.jos.005177","8","","","Active Learning; Static Analysis; Blending Methods"
"Security stipulations on iot networks","Sundar S.; Sumathy S.","2018","Cyber physical systems consists a crowd of computing nodes and the material processes associated with it. The objects correlated with these embedded things may embrace of a central processor, sensor and actuator units annotated around various communication devices. These device capabilities with least human intercession are proficient to seize data from various environments that requires “smartness” and hence IoT can be briefed as Smart devices centre. As massive numbers of devices are coupled w...","10.1007/978-3-319-70688-7_12","1","","",""
"EddLeak: Enhancing precision of detecting inter-app data leakage in Android applications","Duy P.T.; Pham V.-H.; Cam N.T.","2017","In recent years, mobile malware has grown to be significant types of behaviors, including stealing personal information of users, hijacking and surveilling user devices. Every year, it caused financial loss for infected enterprises, also more and more concerned about seriously secure data problems. Hence, many solutions have been proposed in order to detect malware leading to sensitive data leakage by analyzing mobile applications. Static analysis is a widely used technique for analyzing softwar...","10.1109/ICCSN.2017.8230197","2","","","Stack Analysis; Static Analysis; IRC Analysis; Taint Analysis"
"Scalable Framework for Accurate Binary Code Comparison","Aslanyan H.; Avetisyan A.; Arutunian M.; Keropyan G.; Kurmangaleev S.; Vardanyan V.","2017","Comparison of two binary files has many practical applications: the ability to detect programmatic changes between two versions, the ability to find old versions of statically linked libraries to prevent the use of well-known bugs, malware analysis, etc. In this article, a framework for comparison of binary files is presented. Framework uses IdaPro [1] disassembler and Binnavi [2] platform to recover structure of the target program and represent it as a call graph (CG). A program dependence grap...","10.1109/ISPRAS.2017.00013","5","","","Stack Analysis; Static Analysis; Clone Detection; IRC Analysis; Taint Analysis"
"Improving dynamic analysis of android apps using hybrid test input generation","Alzaylaee M.K.; Yerima S.Y.; Sezer S.","2017","The Android OS has become the most popular mobile operating system leading to a significant increase in the spread of Android malware. Consequently, several static and dynamic analysis systems have been developed to detect Android malware. With dynamic analysis, efficient test input generation is needed in order to trigger the potential run-time malicious behaviours. Most existing dynamic analysis systems employ random-based input generation methods usually built using the Android Monkey tool. R...","10.1109/CyberSecPODS.2017.8074845","27","","","Dynamic Analysis; IRC Analysis; WMI Analysis"
"Malware behavior analysis using binary code tracking","Kim J.; Youn J.M.","2017","The rapidly increasing malware goes beyond personal security threats and has a negative effect on criminal society. To prevent these security threats, many anti-virus vendors and analysts are starving to more efficiently distinguish malicious behavior. In order to contribute to this, in this study, we try to detect malicious behavior by tracking the execution flow of binary code. Our method of tracking the execution flow of the binary code utilizing the BFS(Breath-First Search)algorithm advances...","10.1109/CAIPT.2017.8320724","6","","","Virus Analysis; Static Analysis; Worm Analysis; Dynamic Analysis; IRC Analysis"
"Malware detection and classification based on n-grams attribute similarity","Fuyong Z.; Tiezhu Z.","2017","Unknown malware has increased dramatically, but the existing security software cannot identify them effectively. In this paper, we propose a new malware detection and classification method based on n-grams attribute similarity. We extract all n-grams of byte codes from training samples and select the most relevant as attributes. After calculating the average value of attributes in malware and benign separately, we determine a test sample is malware or benign by attribute similarity between attri...","10.1109/CSE-EUC.2017.157","51","5G Security","","Static Analysis"
"Shikra: A behavior-based android malware detection framework","Ma Z.-H.; Chen Z.-H.; Wang X.-M.; Nie R.-H.; Zhao G.-S.; Wu J.-C.; Ren X.-Q.","2017","With the growth of Android platform malicious application, the seperation of malicious application from nonmalicious application has become challenging. In recent years, a combination of static analysis and dynamic analysis of the idea is very popular. However, it is very costly for dynamic analysis to achieve high coverage. In this article we present an efficient, lightweight and behavior-based architecture based on the behavior of malicious developers. Information and behavior preferences of m...","10.1109/ICGI.2017.35","2","","","Static Analysis; Dynamic Analysis"
"A Novel Malware Analysis for Malware Detection and Classification using Machine Learning Algorithms","Sethi K.; Tripathy B.K.; Chaudhary S.K.; Bera P.","2017","Nowadays, Malware has become a serious threat to the digitization of the world due to the emergence of various new and complex malware every day. Due to this, the traditional signature-based methods for detection of malware effectively becomes an obsolete method. The efficiency of the machine learning model in context to the detection of malware files has been proved by different researches and studies. In this paper, a framework has been developed to detect and classify different files (e.g exe...","10.1145/3136825.3136883","22","","","Malware Classification; Active Learning; Worm Analysis; Dynamic Analysis"
"Securing password in static password-based authentication: A review","Mohamedali I.A.; Fadlalla Y.","2017","Authentication is the process of verifying credentials provided by a user against stored ones to ensure that the claimer is who s/he says they are [1]. Securing user's input is vital to protect the privacy of a user's credentials and to deny any illegal use as result of theft or leakage. Password-based authentication is a commonly used form of authentication and it is the most susceptible type to different kind of attacks. Protecting password using software and hardware measures will enhance the...","10.1109/SCCSIT.2017.8293063","1","","",""
"Improving the effectiveness and efficiency of dynamic malware analysis with machine learning","Kilgallon S.; De La Rosa L.; Cavazos J.","2017","As the malware threat landscape is constantly evolving and over one million new malware strains are being generated every day [1], early automatic detection of threats constitutes a top priority of cybersecurity research, and amplifies the need for more advanced detection and classification methods that are effective and efficient. In this paper, we present the application of machine learning algorithms to predict the length of time malware should be executed in a sandbox to reveal its malicious...","10.1109/RWEEK.2017.8088644","34","","","Malware Classification; Active Learning; Adware Analysis; Static Analysis; Worm Analysis"
"CSCdroid: Accurately Detect Android Malware via Contribution-Level-Based System Call Categorization","Zhang S.; Xiao X.","2017","The detection of the malicious application or malware on Android platform is a very concerned issue. Many studies have demonstrated their effect from static property analysis and dynamic analysis. However, their accuracy and efficacy still cannot satisfy the demand. In this paper, we propose CSCdroid, an accurate malware detection approach for Android via contribution-level-based system call (SC) categorization. Different from existing works, which use all SCs to construct feature vectors so as ...","10.1109/Trustcom/BigDataSE/ICESS.2017.237","12","","","Dropper Analysis; Dynamic Analysis"
"Making malory behave maliciously: targeted fuzzing of android execution environments","Rasthofer S.; Arzt S.; Triller S.; Pradel M.","2017","Android applications, or apps, provide useful features to end-users, but many apps also contain malicious behavior. Modern malware makes understanding such behavior challenging by behaving maliciously only under particular conditions. For example, a malware app may check whether it runs on a real device and not an emulator, in a particular country, and alongside a specific target app, such as a vulnerable banking app. To observe the malicious behavior, a security analyst must find out and emulat...","10.1109/ICSE.2017.35","50","","","Fuzzing"
"Zero-day malware detection","Gandotra E.; Bansal D.; Sofat S.","2017","The increasing volume and variety of malware is posing a serious security threat to the Internet today and is one of the main apprehensions for the security community for the last few years. The traditional security systems like Intrusion Detection System/Intrusion Prevention System and Anti-Virus (AV) software are not able to detect unknown malware as they use signature based methods. In order to solve this issue, static and dynamic malware analysis is being used along with machine learning alg...","10.1109/ISED.2016.7977076","30","","","Adware Analysis; Worm Analysis; Dynamic Analysis"
"Identifying email threats using predictive analysis","Zeng Y.G.","2017","Malicious emails pose substantial threats to businesses. Whether it is a malware attachment or a URL leading to malware, exploitation or phishing, attackers have been employing emails as an effective way to gain a foothold inside organizations of all kinds. To combat email threats, especially targeted attacks, traditional signature- and rule-based email filtering as well as advanced sandboxing technology both have their own weaknesses. In this paper, we propose a predictive analysis approach tha...","10.1109/CyberSecPODS.2017.8074848","7","Predictive Analytics","","Static Analysis; Sandboxing"
"Taxonomy of malware analysis in the IoT","Soliman S.W.; Sobh M.A.; Bahaa-Eldin A.M.","2017","Internet of Things (IoT) totally transformed our world on many levels and in many fields either industry, health, economy, energy saving, etc. According to Cisco by 2020 there will about 50 billion IoT connected devices and this causes many issues specially security problems. IoT devices are widely used everywhere and leads to user privacy, big data as well as in data and server management problems but malware is from the biggest challenges facing IoT devices where there are different types of m...","10.1109/ICCES.2017.8275362","21","","","Stack Analysis; Static Analysis; Worm Analysis; Dynamic Analysis; IRC Analysis"
"A survey on technical threat intelligence in the age of sophisticated cyber attacks","Tounsi W.; Rais H.","2018","Today's cyber attacks require a new line of security defenses. The static approach of traditional security based on heuristic and signature does not match the dynamic nature of new generation of threats that are known to be evasive, resilient and complex. Organizations need to gather and share real-time cyber threat information and to transform it to threat intelligence in order to prevent attacks or at least execute timely disaster recovery. Threat Intelligence (TI) means evidence-based knowled...","10.1016/j.cose.2017.09.001","349","Disaster Recovery","",""
"Android malware detection method based on system calls; [基于系统调用的安卓恶意应用检测方法]","Chen H.; Jiang H.; Guo J.; Zhou C.; Yao N.; Xu J.","2017","A dynamic Android malware detection approach is proposed aiming at the low accuracy of static malware detection approaches by researching the system calls of Android applies.The system calls achieved by stimulated events of Android applies from the sandbox are characterized,and two feature representation methods are designed based on system call frequency and system call dependency respectively.Malware and goodware are distinguished by a classifier constructed by ensemble method.The two methods ...","10.14177/j.cnki.32-1397n.2017.41.06.009","3","","",""
"A detection method for android repackaged applications with malicious features similarity of family homology","Liao X.; Geng Z.; Meng Y.; Yu Y.; Li Y.; Kang D.","2017","There are widespread repackaging problems in android applications. Most of studies focus on the detection of malicious applications themselves with the lack of family homology research. In face of this problem, this paper proposes a detection method based on sensitive behavior sequences for detecting malicious repackaged android applications with malicious feature similarity of family homology. The method improves the ability against various malwares by extracting malicious code part from malici...","10.1109/ICCTEC.2017.00156","0","","","Stack Analysis; Static Analysis; IRC Analysis; Taint Analysis"
"The Effects of Traditional Anti-Virus Labels on Malware Detection Using Dynamic Runtime Opcodes","Carlin D.; Cowan A.; O'Kane P.; Sezer S.","2017","The arms race between the distributors of malware and those seeking to provide defenses has so far favored the former. Signature detection methods have been unable to cope with the onslaught of new binaries aided by rapidly developing obfuscation techniques. Recent research has focused on the analysis of low-level opcodes, both static and dynamic, as a way to detect malware. Although sometimes successful at detecting malware, static analysis still fails to unravel obfuscated code, whereas dynami...","10.1109/ACCESS.2017.2749538","33","Network Security","","Static Analysis; Dynamic Analysis"
"An app based on static analysis for android ransomware","Kanwal M.; Thakur S.","2017","Ransomware has become the most threatening malware which takes out money from their victims by threatening them that they have been caught accessing illegal websites or in other illegitimate activities. Ransomware has not spared even a single operating system. Windows, IOS, Android and even Linux have been attacked by ransomware and none of them was able to protect its users from its threat. Since then many detection techniques and analysis tools have been developed to get rid of ransomware viru...","10.1109/CCAA.2017.8229907","6","","","Stack Analysis; Static Analysis; Mutex Analysis; IRC Analysis; Taint Analysis"
"Structural feature engineering approach for detecting polymorphic malware","Masabo E.; Kaawaase K.S.; Sansa-Otim J.; Hanyurwimfura D.","2017","Currently, malware are distributed or transmitted in a polymorphic form, smartly obfuscated with packing and encryption routines. This serves the purpose of hardening analysis or simply making it impossible. Researchers have mainly resorted to static analysis, dynamic analysis or a combination of both in attempting to find more adequate solutions to polymorphic malware problems. This paper presents a novel simple feature engineering approach in terms of extracting, analyzing and processing struc...","10.1109/DASC-PICom-DataCom-CyberSciTec.2017.125","2","","","Stack Analysis; Static Analysis; Dynamic Analysis; Feature Engineering; IRC Analysis"
"Comparison of Static and Dynamic Analyzer Tools for iOS Applications","Bhatt A.J.; Gupta C.","2017","Recent studies have indicated that the growing mobile platforms such as Apple’s iOS (iPhone operating system) and Google’s Android operating system are increasingly facing malware attacks. The motivation behind malware attacks is that users store private and confidential data on the Smartphone and they personalize their Smartphone by installing third party applications. Millions of third party applications are present in online stores and they may contain malicious as well as non-malicious appli...","10.1007/s11277-017-4366-1","3","","","Static Analysis; Dynamic Analysis; Reverse Engineering"
